date,bank_account,account_code,customer_id,amount,forecast,type
2018-03-02 00:00:00,244,Supplier payment,11329,-44.8305555555556,0,SPEND
2018-03-02 00:00:00,244,Supplier payment,11484,-277.506388888889,0,SPEND
2018-03-02 00:00:00,244,Customer payment,10587,4.18472222222222,0,RECEIVE
2018-03-02 00:00:00,244,Supplier payment,11319,-198.026111111111,0,SPEND
2018-03-05 00:00:00,244,Customer payment,10694,224.070152777778,0,RECEIVE
2018-03-05 00:00:00,244,Supplier payment,12421,-1.58777777777778,0,SPEND
2018-03-05 00:00:00,244,Supplier payment,11417,-3.14611111111111,0,SPEND
2018-03-05 00:00:00,244,Supplier payment,11417,-5.11222222222222,0,SPEND
2018-03-05 00:00:00,244,Supplier payment,12384,-7.77777777777778,0,SPEND
2018-03-05 00:00:00,244,Customer payment,10704,3.53720833333333,0,RECEIVE
2018-03-05 00:00:00,244,Customer payment,10694,55.1575138888889,0,RECEIVE
2018-03-05 00:00:00,244,Supplier payment,11423,-2.05027777777778,0,SPEND
2018-03-05 00:00:00,244,Customer payment,10705,6.83131944444444,0,RECEIVE
2018-03-06 00:00:00,244,Customer payment,10661,321.041666666667,0,RECEIVE
2018-03-07 00:00:00,244,Supplier payment,11801,-7.20972222222222,0,SPEND
2018-03-07 00:00:00,244,Supplier payment,12397,-105.12,0,SPEND
2018-03-07 00:00:00,244,Customer payment,10703,60.8925,0,RECEIVE
2018-03-07 00:00:00,244,Customer payment,10671,523.601388888889,0,RECEIVE
2018-03-07 00:00:00,244,Customer payment,10671,198.129027777778,0,RECEIVE
2018-03-07 00:00:00,244,Supplier payment,11514,-636.436666666667,0,SPEND
2018-03-07 00:00:00,244,Customer payment,10637,1.12093055555556,0,RECEIVE
2018-03-08 00:00:00,244,Customer payment,10663,29071.1119125,0,RECEIVE
2018-03-08 00:00:00,244,Supplier payment,10972,-9.39722222222222,0,SPEND
2018-03-08 00:00:00,244,Supplier payment,11148,-22.1311111111111,0,SPEND
2018-03-08 00:00:00,244,Supplier payment,11011,-30.9636111111111,0,SPEND
2018-03-08 00:00:00,244,Supplier payment,11774,-611.881944444444,0,SPEND
2018-03-08 00:00:00,244,Customer payment,10706,4.61884722222222,0,RECEIVE
2018-03-08 00:00:00,244,Customer payment,10702,145.769208333333,0,RECEIVE
2018-03-08 00:00:00,244,Customer payment,10698,19.3382083333333,0,RECEIVE
2018-03-08 00:00:00,244,Miscellaneous,12484,-4.33194444444444,0,SPEND
2018-03-09 00:00:00,244,Supplier payment,11856,-23.4027777777778,0,SPEND
2018-03-09 00:00:00,244,Miscellaneous,12485,-940.635,0,SPEND
